Date/Time	City	State	Shape	Duration	Summary	Posted
1/22/14 10:00	Sunrise	FL	Other	2 seconds	Loud boom followed by the ground shaking.	3/18/14
1/22/14 08:45	Lake Panasoffkee	FL	Sphere	15-25 seconds	Dull white sphere moving slowly but steadily through a clear morning sky.  Walked away for about 10 sec.  When I returned it was gone.	1/24/14
1/22/14 06:20	Welland (Canada)	ON		10 minutes	Multiple vertical columns of light over South-Southwestern sky prior to sunrise in Welland, Ontario.	1/24/14
1/21/14 23:00	Overton	NV	Triangle	10 minutes	Very bright horseshoe shape orange lights all of a sudden appear and disappear just as quick.	2/7/14
1/21/14 22:30	Hampton Bays	NY	Light	~15 minutes	2 others and myself witnessed lights in the southern sky over a 15 minute period. All traveling along the same in the sky. They seemed	2/7/14
1/21/14 21:45	Vacaville	CA	Light	2 minutes	I saw 5 red lights hoovering/moving slowly in the sky that I'm convinced were not normal air crafts.	1/24/14
1/21/14 21:00	Westport	MA	Changing	15 minutes	((HOAX??))  Huge object comes out of water at horseneck beach then disappears orange circle.	1/24/14
1/21/14 20:25	Congress	AZ	Light	30 seconds	We looked up in the northwest sky and saw a series of horizontal yellow/orange lights moving closer in the sky. There seemed to be from	1/24/14
1/21/14 20:15	Richards Bay (KwaZulu-Natal)(South Africa)	YT	Sphere	5 minutes	"Orb appears from cloud, disappears in plain sight and is ""hunted"" by helicopter."	1/24/14
1/21/14 20:15	Clermont	FL	Disk	Continuing	Period fades.	1/24/14
1/21/14 20:00	Oakley	CA	Disk	2 minutes	Craft over Oakley.	1/24/14
1/21/14 19:30	Dahlonega	GA	Circle	15 seconds	Bright orange sphere.  ((NUFORC Note:  Source remains anonymous.  Possible hoax, we wonder?  PD))	1/24/14
1/21/14 19:30	Mariposa	CA	Circle	10 minutes	Two mulicolored Ufo's over Madera, California.	1/24/14
1/21/14 17:30	Milo	MO	Sphere	<10 minutes	Twin tails, changed trajectory.	1/24/14
1/21/14 08:30	Park City	UT	Egg	45 seconds	Large white egg shaped light with another white light in center and two white lines (like chemtrails) on either side.	1/24/14
1/21/14 07:15	Morrisville	PA	Light	5 minutes	Many unexplained orange lights shooting across the sky.	1/24/14
1/21/14 06:50	Montana City	MT	Changing	3 minutes	A bright, white, scintillating, pencil-shaped light over the Elkhorn Mountains observed for 3 minutes.	1/30/14
1/21/14 06:00	Thousand Oaks	CA	Light	20 seconds	Unidentified, red and blue lights seen moving together at a high rate of speed and in random directions in Thousand Oaks, CA.	1/24/14
1/21/14 05:30	Lynnwood	WA	Fireball	3 seconds	Lynnwood, WA meteor 1/21/14 5:30 am?	1/24/14
1/21/14 01:00	Ducannon	PA		15-20 seconds	Duncannon, PA, alien contact  15 to 20 seconds small stature grey thin matalic.	4/24/14
1/21/14 00:45	Luna	NM	Fireball	10 seconds	Orange fireball.	1/24/14
1/20/14 23:25	Salem	NJ	Triangle	35-45	Triangle ufo seen up close with binoculars in southern New Jersey.	1/24/14
1/20/14 22:30	Sacramento	CA	Triangle	2 minutes	Sacramento red and white lights in sky.	1/24/14
1/20/14 21:30	Summerville	SC	Light	Unknown	Big bright stagnant light in the sky.	1/24/14
1/20/14 21:13	Carnation	WA	Triangle	15 seconds	An unusual triangular craft passed over our house tonight, traveling S.W., low & silent.	1/24/14
1/20/14 21:00	Westport	MA	Changing	15 minutes	Huge object comes out of water at horseneck beach then disappears orange circle.	1/24/14
1/20/14 20:46	A55 Northope (UK/North Wales)		Unknown	3 minutes	Red, green and white lights seen on craft over A55 road in North Wales.	1/24/14
1/20/14 20:05	San Antonio	TX	Fireball	1-2 minutes	2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.	1/24/14
1/20/14 20:00	San Antonio	TX	Fireball	1-2 minutes	2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.	1/24/14
1/20/14 20:00	Wappapello	MO	Light	~3+ hours	Bright orange Lights/Fireballs.	3/18/14
1/20/14 19:45	Morganton	NC	Circle	5 minutes	11 orange burning circles floating in sky!	1/24/14
1/20/14 19:30	Madison	AL	Triangle	1 minute	3 bright orange lights along side a bright white light.	1/24/14
1/20/14 19:15	Jupiter	FL	Changing	5-7 minutes	Rising fireball, turned into rounded square with single rotating light around perimeter that started clockwise then reversed rotation.	1/24/14
1/20/14 18:00	Marshall	OK	Other	<1 minute	Humanoid figure sited crossing road near Marshall, Oklahoma.	1/24/14
1/20/14 18:00	Litchfield Park	AZ	Oval	3 minutes	3 floating orange orbs in a V formation lasting about 3 minutes then diassapeard one after the other.	1/24/14
1/20/14 17:30	Lake Havasu	AZ	Teardrop	10 minutes	3 red/orange flying in formation.	1/24/14
1/20/14 17:24	Old Hickory	TN	Light	10 seconds	RED BALL OF LIGHT FOLLOWING AN AIRCRAFT.	1/24/14
1/20/14 17:10	Appleton	WI	Light	5 minutes	At first looked like set of car headlights soaring in the sky,  Thought it was a plane at first. Got closer and the lights faded out..	1/24/14
1/20/14 17:00	New York City (Brooklyn)	NY	Cylinder	unknown	Cylindrical object, glassy/translucent, in vicinity of helicopters.	2/14/14
1/20/14 16:40	El Cajon	CA	Other	20 minutes	two friends in daytime view multiple statiopnary lights for more than 15 min in El Cajon, Califoria.	1/24/14
1/20/14 14:45	Atlanta	GA	Cylinder	3 minutes	Two Bright Metallic Objects.	1/24/14
1/20/14 03:23	Spokane	WA	Triangle	10 seconds	What was that?	1/24/14
1/19/14 23:00	Raleigh	NC	Circle	45 seconds	Tonight me and my wife saw a Orangish Red Circle that emerge from over our house! We watched it for about 45 seconds and it appeared to	1/24/14
1/19/14 23:00	Wake Forest	NC	Formation	2 minutes	Line of 8 big lights.	1/24/14
1/19/14 23:00	Riverview	FL	Other	5-10 minutes	Dark undulating bubble or cloud with two hoola hoop type rings on either side standing vertical; muti-colored spinning lights.	1/24/14
1/19/14 23:00	Portland	OR	Light	3 seconds	An odd white light streaked briefly overhead and then disappeared. Looked like it was on a diagonal path. Lasted only 3 seconds, but wa	1/24/14
1/19/14 21:15	Delanco	NJ	Light	4 minutes	Formation of silent orange lights moving across clear sky.	1/24/14
1/19/14 21:00	Elsmere	DE	Light	2-3 seconds	Greenish light splits into 2 with a yellowish glow.	1/24/14
1/19/14 20:50	Walnut	CA	Circle		It is a cloudy night and the circular shaped lights are.comstantly moving in unison.  ((NUFORC Note:  Advertising lights?  PD))	1/24/14
1/19/14 20:15	Prescott	AZ	Fireball	5-10 seconds	Unidentified object object obscures radio.	1/24/14
1/19/14 20:00	Redwood Valley	CA	Changing	nightly	Red, Green, Blue lights that flash around item in eastern sky nightly.	1/24/14
1/19/14 19:45	Las Cruces	NM	Light	5 minutes	Saw a large fast moving red and yellow light that came to a complete stop and slowly faded. Then one more right after the first one.	1/24/14
1/19/14 19:30	Freehold	NJ	Circle	7 minutes	Hovering light object underneath Orion's Belt.	1/24/14
1/19/14 19:30	Highway#1 Trans Canada (Canada)	SK	Diamond	Travelling	Bright Light in Sky w/ 4 white lights creating a diamond shape on bottom & 2 flashing red lights.	1/24/14
1/19/14 19:20	Prescott Valley	AZ	Circle	4 seconds	A circular object with a trail of white light heading north. It looked as if the object left in a sideways u-parabola, disappearing.	1/24/14
1/19/14 19:20	Pflugerville	TX	Formation	I saw the last minute of 	Random formation of bright orange lights reduces into triangle before extinguishing.	1/24/14
1/19/14 19:17	Carlsbad	CA	Circle	5 minutes	Fireball in the sky over Carlsbad State Beach, California.	1/24/14
1/19/14 19:00	Vail	CO	Flash	4-5 seconds	White flash came out of complete darkness in between a cluster of stars.	1/24/14
1/19/14 18:50	Welland (Canada)	ON	Other	30 seconds	An unexplained hman shaped being in my yard.	1/24/14
1/19/14 18:36	Wellington	FL	Light	4 minutes	Circular, very strong white light.	1/24/14
1/19/14 18:20	Harvey	LA	Fireball	5 minutes	Red fireball observed above Harvey, La. moving from North to South direction.	1/24/14
1/19/14 18:00	Sandy	UT	Sphere	10 minutes	3 to 4 red spheres at a time, flying, hovering, and disappearing over 10 minute span.	1/24/14
1/19/14 17:30	Pleasanton	CA	Fireball	2 seconds	Firework like spark close to ground with an oddly high and long Chem trail behind it.	1/24/14
1/19/14 17:05	Honolulu	HI	Cigar	10 seconds or less	See above.  ((NUFORC Note:  The photos of interest show tiny, blurry objects.  We suspect they are birds in flight.  PD))	1/24/14
1/19/14 12:00	Dania Beach	FL	Rectangle	5 minutes	Huge silver/gold object by I-95 in broad daylight.	1/24/14
1/19/14 07:00	Camp Verde	AZ	Fireball	2 hours	Very scary.	1/24/14
1/19/14 04:47	Nixon	TX	Circle	27 minutes	Flashing object in Nixon, TX.	1/24/14
1/19/14 02:30	Southfield	MI	Disk	hours	Circular with colors.	1/24/14
1/18/14 23:39	Tacoma	WA	Light	20 seconds	Slow blinking white light hovering over port area then vanished.	1/24/14
1/18/14 23:00	Pawtucket	RI	Triangle	3 minutes	Saw a triangle ufo hovering over the the street. Started to come straight towards us and then took a sharp turn to the right and flew a	1/24/14
1/18/14 23:00	Moncks Corner	SC	Other		I saw these objects while driving so i took 2 pictures, they look like gold starts untill you zoom in.	1/24/14
1/18/14 22:30	Westminster	CA	Light	1 minute	Single craft bright red and green lights moving very fast and changing directions often.  NOT helicopter RC?  Too fast I say?	1/24/14
1/18/14 22:30	Kirksville	MO	Circle	15 minutes	Late very clear night ,circular object ,red lights fading on and off ,huge,silent moving extremely slow!	1/30/14
1/18/14 22:05	Boca Raton	FL	Formation	10 minutes	Saw 3 reddish orbs in a V formation, and 3 minutes afterwards saw 3 more orbs.	1/24/14
1/18/14 21:50	Lake Tawakoni	TX	Fireball	2 minutes	Five Round, bright, low flying objects flying silently from north to south 8 to 10 seconds apart at constant speed.	1/24/14
1/18/14 21:30	Lake Havasu City	AZ	Fireball	5 minutes	3 bright orange, low flying objects at high speed.	1/24/14
1/18/14 21:00	Easton	MD	Light	10 seconds	A big flash of white light by the moon followed by a very bright light that skipped across the sky then faded to black.	1/24/14
1/18/14 21:00	Lake Havasu City	AZ	Fireball	5 minutes	Three bright orange balls moving silently at high speed.	1/24/14
1/18/14 21:00	Royal Palm Beach	FL	Other	30-60 minutes	About 9:pm on January 18th I was comming home from shoppping and I saw an unusual sight in the west of royal palm beach florida a row o	1/24/14
1/18/14 20:45	Portland	OR		1 minute	I was sitting in my family room watching the tv. We have  high  ceilings in the family room with windows and can see the sky. All of a	1/24/14
1/18/14 20:45	Phoenix	AZ	Fireball	5 minutes	Orange, flickering and flaming object moving on a very rapid and straight path heading southeast across at about constant speed.	1/24/14
1/18/14 20:45	Columbia	MD	Cigar	15 minutes	There ufos spotted over Columbia, MD.	1/24/14
1/18/14 20:30	Roseburg	OR	Oval	2 hours	Slow moving orbs seen slow.	1/24/14
1/18/14 20:30	Huntington	WV	Fireball	3 minutes	Was driving home from store and looked up and saw an orange fire ball in the sky at first i thought it was a meteor but then it hover a	1/24/14
1/18/14 20:30	Saco	ME	Fireball	1 minute	Not a jet it stop in dead in the sky.	1/24/14
1/18/14 20:00	Jackson	LA	Sphere	15 minutes	18 orange lights following same path making no noise and fading out after passing overhead.	1/24/14
1/18/14 20:00	Tampa	FL	Sphere	15 minutes	Orange lights in the sky.	1/24/14
1/18/14 20:00	Clarksville	TN	Other	10 minutes	A camouflage cloaking invisibility technology.	4/18/14
1/18/14 20:00	Willits	CA	Fireball	8 minutes	Fireballs in the sky over Willits, Ca.	1/24/14
1/18/14 19:15	Carteret	NJ	Triangle	1-2 minutes	Black Triangle craft, very large, whites lights on end only.  Helo on its tale, then craft disappeared.	1/24/14
1/18/14 19:01	Hickory	NC	Disk	10 minutes	Outside on Sunday evening.  Completely clear sky.  Saw bright lights shining through trees.  Walked through yard for better view.	1/26/15
1/18/14 18:20	Durham	NC	Triangle	15 minutes	7-8 orange objects forming a triangle and V shape. Stationary position for several minutes.	1/24/14
1/18/14 18:15	Huntersville	NC	Light	3 seconds (twice)	Strange light similar to meteorite suddenly turns in perpendicular direction.  Seen again moving across sky and moving up.	1/24/14
1/18/14 18:00	Tujunga	CA	Sphere	5 minutes	Saw a reddish light move up from the little tujunga mountain on the south side. The object went up and down very quickly in a perfect a	1/24/14
1/18/14 10:00	Miami Beach	FL	Other	10 minutes	I was walking in side my house with my girlfriend when we decided to go outside. so we go,walking as normal when we see this bright lik	1/24/14
1/18/14 09:06	St. George	UT	Sphere	1 minute	High speed! Very colorful, chased by military helicopters a few minutes later.	1/24/14
1/18/14 08:45	Waddell	AZ	Light	2 minutes	Approximately 12 red lights staying in formation over white tank mountains around 8:45 p.m. Dissapearing one by one.	1/24/14
1/18/14 03:10	Denver	CO	Light	2 minutes	Green light moving erratically over Stapleton at 3 am.	1/24/14
1/18/14 00:10	Wichita	KS	Light	90 minutes	Bright white lights moving around south west Wichita just above cloud cover.	1/24/14
1/18/14 00:00	Paterson	NJ	Light	8 minutes	Brilliant light coming and going Roaring noise.	1/24/14
1/17/14 22:35	Troy	OH	Sphere	3 minutes	A sphere with several red and white lights, hovering at first and then flew out of sight at lightning speed!	1/24/14
1/17/14 22:30	Naples	FL	Light	10-15 minutes	Orange and white lights traveling across the sky.	1/24/14
1/17/14 21:15	Muscat (Sultanate of Oman)		Cigar	10-15 seconds	Individually technologically explainable, except speed and collectively improbable.	1/24/14
1/17/14 21:00	Raleigh	NC	Circle	3 minutes	Orange light over North Raleigh.	1/24/14
1/17/14 19:35	Santa Ana	CA	Light	2 minutes	Yellow light in the flight path of a 747 that quickly vanished as the plane got it it's sight  over garden grove ca.	1/24/14
1/17/14 19:30	Quartzite	AZ	Light	3-4 minutes	Orange light rising above eastern horizon then traveling easterly out of sight.  ((NUFORC Note:  Witness is pilot.  PD))	1/24/14
1/17/14 18:30	Lacey	WA	Formation	~2 minutes	Red and blue light formation seen by 6 people streak from north to south, then back north, hover, then dropped slowly beyond tree line.	1/24/14
1/17/14 18:00	Broomfield	CO	Other	10 minutes	Three strange lights in triangular formation, one brighter than any aircraft I have ever seen; one passed overhead.	3/18/14
1/17/14 17:10	Elkford (Canada)	BC	Light	10 second	As the sun was setting about 4 finger widths above the sun in the west/southwest was what looked like a really bright star even though	1/24/14
1/17/14 17:00	Harrisburg	PA		5 minutes	2 fireballs in sky.	1/24/14
1/17/14 13:00	Glenpool	OK	Unknown	5:00	Two streams flying into each other.	1/24/14
1/17/14 13:00	Conroe	TX	Sphere	7 seconds	Riding bus looked out window and saw a silver sphere.	1/24/14
1/17/14 12:20	Glen Burnie	MD	Other	5 minutes	Boomerang  shaped moving very fast, descending , from northwest to east then back west and then I  lost sight of the object seem to be	1/24/14
1/17/14 11:00	Desert Center	CA	Sphere	5 minutes	Mystery objects seen over Desert Center Ca and disappeared thru a puff of smoke.	1/24/14
1/17/14 08:30	Grand junction	CO	Light	30 minutes	Four red lights slowly moving, high above.	1/24/14
1/17/14 06:45	Maricopa	AZ	Sphere	30 minutes	2 bright pulsating stars and three orange orbs.	1/24/14
1/17/14 05:00	Sweet Lake	LA	Sphere	5 minutes	"Bright ""Star-Shaped"" object, possibly out of the Atmosphere, that could move up, down and sideways, and Fade in and Out on B"	3/18/14
1/17/14 02:45	Orlando	FL	Cylinder	5 minutes	Blue cylinder over east Orlando erratic flying/flashing inject.	1/24/14
1/17/14 02:18	Las Vegas	NV	Light	3 minutes	Blue strobe light floating in red rock around 02:17am.	1/24/14
1/17/14	Garden Ridge	TX			Have you drawn any relationship to Crystal City, TX ufo report on 1-15 (SW side of San Antonio) to Garden Ridge, TX (NW side of San Ant	2/7/14
1/16/14 00:00	Agra (India)		Fireball	5 minutes	It's true.	1/16/15
1/16/14 23:16	Coldwater	MS	Circle	4 minutes	White, ball-like objects hovering in sky. Glowing and shining after a few minutes, flew away slowly.	1/24/14
1/16/14 23:00	Miami	FL	Other	0.30	Red round light, southeast of Kendall, saw it for 30 seconds it just vanish in front of My eyes, at 11:07 pm, for sure not an airplane,	1/24/14
1/16/14 23:00	Covington	KY	Circle	A few seconds	Saw 5-6 pulsing lights in a circular shape slowly moving across the sky low to the ground.	1/24/14
1/16/14 22:00	Clermont	FL	Unknown	0:10	Flyby of an unknown object creating a very low frequency humming / pulsating sound.	1/24/14
1/16/14 22:00	Menifee	CA	Sphere	3 minutes	Sphere light ball dimming out then pulsating an tranforming to plane lights an moving north west when noticed.	1/24/14
